Feature,Index,Original Value,Imputed Value
Input Resistance,651,nan,2026.5332917283208
Maximum firing ,632,nan,1.9293508590944517
Maximum firing ,637,nan,2.421537399281564
Rheobase,452,nan,87.55541280767939
EPSC freq,27,nan,0.5675214944293875
EPSC freq,49,nan,0.5
EPSC freq,52,nan,0.5
EPSC freq,56,nan,0.8901349926184994
EPSC freq,57,nan,0.5
EPSC freq,60,nan,0.702243004812889
EPSC freq,61,nan,0.5
EPSC freq,62,nan,0.8054924223646398
EPSC freq,64,nan,0.5
EPSC freq,66,nan,0.5
EPSC freq,73,nan,3.2694723082028645
EPSC freq,75,nan,1.4918996659218748
EPSC freq,76,nan,1.179352006347683
EPSC freq,77,nan,0.5
EPSC freq,78,nan,0.5
EPSC freq,81,nan,0.5
EPSC freq,82,nan,2.3222230794673386
EPSC freq,89,nan,0.5
EPSC freq,93,nan,0.5
EPSC freq,94,nan,1.1640271487376863
EPSC freq,105,nan,1.8972438667140903
EPSC freq,106,nan,0.5731828490581886
EPSC freq,111,nan,0.8825175266281263
EPSC freq,113,nan,1.2958880902361671
EPSC freq,115,nan,3.5127220800030616
EPSC freq,116,nan,0.5
EPSC freq,117,nan,0.5
EPSC freq,128,nan,0.7303332642744254
EPSC freq,129,nan,2.833238252808337
EPSC freq,163,nan,3.0920963526430727
EPSC freq,164,nan,2.1809817872148645
EPSC freq,169,nan,0.5
EPSC freq,171,nan,0.8983880224980647
EPSC freq,172,nan,0.5
EPSC freq,173,nan,0.5
EPSC freq,174,nan,0.5
EPSC freq,183,nan,0.5
EPSC freq,192,nan,0.5
EPSC freq,310,nan,0.5
EPSC freq,366,nan,0.5
EPSC freq,370,nan,0.5
EPSC freq,390,nan,0.5
EPSC freq,398,nan,1.076718156596596
EPSC freq,439,nan,1.4959176966722558
EPSC freq,440,nan,0.7688449716884849
EPSC freq,456,nan,0.5679455635742564
EPSC freq,457,nan,0.8206180338379008
EPSC freq,458,nan,1.7295084799801144
EPSC freq,459,nan,5.235647027518491
EPSC freq,461,nan,1.322762913849441
EPSC freq,462,nan,2.039348884670578
EPSC freq,463,nan,0.7774072438035758
EPSC freq,464,nan,1.0111109230997883
EPSC freq,473,nan,1.8215382790720112
EPSC freq,476,nan,3.412766493114289
EPSC freq,478,nan,2.890607619942907
EPSC freq,482,nan,2.7352707170566095
EPSC freq,500,nan,1.2538589571075134
EPSC freq,502,nan,4.874520005010293
EPSC freq,503,nan,3.175556397313903
EPSC freq,505,nan,2.9147890654780872
EPSC freq,506,nan,2.189012595926533
EPSC freq,507,nan,1.614288412991861
EPSC freq,510,nan,1.3350273683087788
EPSC freq,513,nan,2.887140142358411
EPSC freq,514,nan,1.8133856287386747
EPSC freq,518,nan,1.3784952857936816
EPSC freq,520,nan,1.7960018447988548
EPSC freq,542,nan,1.33227099067651
EPSC freq,574,nan,3.333211557838182
EPSC freq,578,nan,1.587246283787977
EPSC freq,582,nan,2.007187559565457
EPSC freq,593,nan,4.295306590381982
EPSC freq,600,nan,2.0617757938674695
EPSC freq,601,nan,1.7941394367299401
EPSC freq,602,nan,2.890864541358999
EPSC freq,603,nan,2.7635081471883582
EPSC freq,630,nan,1.780474669629191
EPSC freq,631,nan,0.5
EPSC freq,637,nan,1.1510361666301858
EPSC freq,640,nan,1.156141655228324
