Feature,Index,Original Value,Imputed Value
Input Resistance,651,nan,2361.330432914944
Maximum firing ,632,nan,2.310933568866993
Maximum firing ,637,nan,4.754342820037559
Rheobase,452,nan,53.94459706086906
EPSC freq,27,nan,2.6714672265084487
EPSC freq,49,nan,0.5
EPSC freq,52,nan,0.5
EPSC freq,56,nan,3.3937578325094018
EPSC freq,57,nan,0.5
EPSC freq,60,nan,1.5526671270110945
EPSC freq,61,nan,0.5
EPSC freq,62,nan,1.6615723778138691
EPSC freq,64,nan,0.5
EPSC freq,66,nan,0.5
EPSC freq,73,nan,1.288455944870746
EPSC freq,75,nan,0.9804939242820272
EPSC freq,76,nan,1.54691085172494
EPSC freq,77,nan,0.5
EPSC freq,78,nan,0.5
EPSC freq,81,nan,0.5
EPSC freq,82,nan,1.7805893761235199
EPSC freq,89,nan,0.5
EPSC freq,93,nan,0.5
EPSC freq,94,nan,1.9293357476348612
EPSC freq,105,nan,3.5912031992608293
EPSC freq,106,nan,2.0676802171393818
EPSC freq,111,nan,1.221256459644156
EPSC freq,113,nan,2.275870615106097
EPSC freq,115,nan,1.3440892322619238
EPSC freq,116,nan,0.5
EPSC freq,117,nan,0.5
EPSC freq,128,nan,0.8978811321217872
EPSC freq,129,nan,2.4684819989027122
EPSC freq,163,nan,1.1330951422029862
EPSC freq,164,nan,2.8026728470084774
EPSC freq,169,nan,0.5
EPSC freq,171,nan,3.023307333323703
EPSC freq,172,nan,0.5
EPSC freq,173,nan,0.5
EPSC freq,174,nan,0.5
EPSC freq,183,nan,0.5
EPSC freq,192,nan,0.5
EPSC freq,310,nan,0.5
EPSC freq,366,nan,0.5
EPSC freq,370,nan,0.5
EPSC freq,390,nan,0.5
EPSC freq,398,nan,2.4432277327609144
EPSC freq,439,nan,2.2221461989948015
EPSC freq,440,nan,0.6340946788458589
EPSC freq,456,nan,3.8067938735333717
EPSC freq,457,nan,0.6840694306114526
EPSC freq,458,nan,3.123613969624471
EPSC freq,459,nan,0.9139016055468908
EPSC freq,461,nan,0.6081442701238974
EPSC freq,462,nan,3.740707326493084
EPSC freq,463,nan,1.1031557524166369
EPSC freq,464,nan,1.920556066308635
EPSC freq,473,nan,0.8489942157426795
EPSC freq,476,nan,2.70494804245057
EPSC freq,478,nan,3.4693978978549005
EPSC freq,482,nan,1.145626960357889
EPSC freq,500,nan,1.3293182917449107
EPSC freq,502,nan,2.907961699451073
EPSC freq,503,nan,2.6954770326343205
EPSC freq,505,nan,3.4622783620472504
EPSC freq,506,nan,3.313613890823081
EPSC freq,507,nan,0.5341297177212669
EPSC freq,510,nan,3.33750877965156
EPSC freq,513,nan,2.604494428819899
EPSC freq,514,nan,1.8739110849137028
EPSC freq,518,nan,0.5265497659423155
EPSC freq,520,nan,1.7735066246045799
EPSC freq,542,nan,2.5483572880722654
EPSC freq,574,nan,1.642401005035791
EPSC freq,578,nan,2.5317386861048266
EPSC freq,582,nan,0.7329910309024689
EPSC freq,593,nan,0.9646410496307428
EPSC freq,600,nan,3.6145223100017603
EPSC freq,601,nan,3.6899119983396833
EPSC freq,602,nan,1.8811743096263083
EPSC freq,603,nan,2.1435281598155833
EPSC freq,630,nan,2.2004434792123946
EPSC freq,631,nan,0.5
EPSC freq,637,nan,1.7135411956510251
EPSC freq,640,nan,2.8560057450316965
